Job Post ID,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,Annualised Minimum Salary in KYD,Annualised Maximum Salary in KYD,Mean Annual Salary in KYD
H2U8C8,37.5,USD,Per Month,"USD$110,000 - USD$120,000 Per Annum (paid Monthly)",110000,120000,91666.67,100000,95833.33
H3F5A8,45,KYD,Per Week,KYD$495 - KYD$540 Weekly,25740,28080,25740,28080,26910
H5A8S6,45,KYD,Bi-Weekly,"KYD$900 - KYD$1,100 Bi-Weekly (paid Bi-Weekly)",23400,28600.08,23400,28600.08,26000.04
H5K3G2,45,KYD,Per Week,KYD$292.5 - KYD$315 Weekly,15210,16380,15210,16380,15795
H6N6N4,45,KYD,Per Week,KYD$10 - KYD$12 Per Hour (paid Weekly),23400,28080,23400,28080,25740
H6V6R8,45,KYD,Per Hour,KYD$450 - KYD$720 Weekly (paid Per Hour),23400,37440,23400,37440,30420
H7A8K6,40,KYD,Per Month,"KYD$58,240 - KYD$66,560 Per Annum (paid Monthly)",58240,66560,58240,66560,62400
H8B6H7,40,KYD,Per Month,"KYD$4,450 - KYD$5,786 Monthly",53400,69432,53400,69432,61416
H8M8E3,45,KYD,Bi-Monthly,KYD$7 - KYD$8.5 Per Hour (paid Bi-Monthly) + gratuities,16380,19890,16380,19890,18135
H8S6W3,37.5,KYD,Per Hour,KYD$11 - KYD$14 Per Hour (paid Per Hour),21450,27300,21450,27300,24375
J5A5C3,45,KYD,Per Week,KYD$495 - KYD$630 Weekly,25740,32760,25740,32760,29250
J5Y3T6,45,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),23400,28080,23400,28080,25740
J6F4A5,45,KYD,Per Month,"KYD$15,600 - KYD$18,200 Per Annum (paid Monthly)",15600,18200,15600,18200,16900
J6Y6H5,20,KYD,Per Hour,KYD$5 - KYD$7 Per Hour (paid Per Hour) + gratuities,5200,7280,5200,7280,6240
J8B2K3,45,KYD,Per Month,KYD$10 - KYD$11 Per Hour (paid Monthly),23400,25740,23400,25740,24570
J8S5E7,40,KYD,Per Year,"KYD$13,000 - KYD$14,996.8 Per Annum (paid Per Annum)",13000,14996.8,13000,14996.8,13998.4
K2J3D3,45,KYD,Bi-Weekly,KYD$10 - KYD$13 Per Hour (paid Bi-Weekly),23400,30420,23400,30420,26910
K2P2Q8,37.5,KYD,Per Month,KYD$13 - KYD$20 Per Hour (paid Monthly),25350,39000,25350,39000,32175
K3P7X7,45,KYD,Per Week,KYD$540 - KYD$675 Weekly,28080,35100,28080,35100,31590
K4F4R4,40,KYD,Bi-Weekly,KYD$7 - KYD$9 Per Hour (paid Bi-Weekly),14560,18720,14560,18720,16640
K4X6W8,20,KYD,Bi-Weekly,KYD$400 - KYD$600 Bi-Weekly (paid Bi-Weekly),10400,15600,10400,15600,13000
K5X8Y3,37.5,USD,Per Month,"USD$95,004 - USD$105,007.5 Per Annum (paid Monthly)",95004,105007.5,79170,87506.25,83338.13
M2D7R4,40,KYD,Per Hour,KYD$12.5 Per Hour (paid Per Hour),26000,26000,26000,26000,26000
M2E3F5,37.5,USD,Per Year,"USD$82,500 - USD$90,000 Per Annum (paid Per Annum)",82500,90000,68750,75000,71875
M2H2S7,45,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),28080,28080,28080,28080,28080
M5T4W8,45,KYD,Per Week,KYD$279.9 - KYD$300.15 Weekly,14554.8,15607.8,14554.8,15607.8,15081.3
M7D5C3,45,KYD,Per Month,"KYD$28,080 - KYD$35,100 Per Annum (paid Monthly)",28080,35100,28080,35100,31590
M7Y5Q3,40,KYD,Per Week,KYD$530 - KYD$600 Weekly,27560,31200,27560,31200,29380
N2S2E3,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
N4F3E7,40,USD,Per Month,"USD$155,000 - USD$190,000 Per Annum (paid Monthly)",155000,190000,129166.67,158333.33,143750
N4U3E2,45,KYD,Per Week,KYD$270 Weekly,14040,14040,14040,14040,14040
N7B3V6,45,KYD,Per Month,"KYD$42,120 Per Annum (paid Monthly)",42120,42120,42120,42120,42120
N8E8G3,45,KYD,Per Week,"KYD$23,400 - KYD$28,080 Per Annum (paid Weekly)",23400,28080,23400,28080,25740
N8V5F4,45,KYD,Per Month,KYD$8 - KYD$12 Per Hour (paid Monthly),18720,28080,18720,28080,23400
N8V7B4,45,KYD,Per Week,KYD$9 - KYD$10 Per Hour (paid Weekly),21060,23400,21060,23400,22230
P2R7X5,40,KYD,Per Month,"KYD$19,198.4 - KYD$21,590.4 Per Annum (paid Monthly)",19198.4,21590.4,19198.4,21590.4,20394.4
P4S3A5,40,KYD,Bi-Monthly,"KYD$98,200 - KYD$108,200 Per Annum (paid Bi-Monthly)",98200,108200,98200,108200,103200
P5W2Q3,45,KYD,Per Week,"KYD$18,720 - KYD$23,400 Per Annum (paid Weekly)",18720,23400,18720,23400,21060
P6J6F7,45,KYD,Per Month,"KYD$60,000 - KYD$68,000 Per Annum (paid Monthly)",60000,68000,60000,68000,64000
P7G5E8,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
Q2A5V8,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
Q2G2N5,40,KYD,Per Week,KYD$6 Per Hour (paid Weekly),12480,12480,12480,12480,12480
Q3E7P4,40,KYD,Per Month,"KYD$5,000 - KYD$5,500 Monthly",60000,66000,60000,66000,63000
Q3G7T7,45,KYD,Per Month,"KYD$110,003.4 - KYD$125,002.8 Per Annum (paid Monthly)",110003.4,125002.8,110003.4,125002.8,117503.1
Q3P6T8,45,KYD,Bi-Monthly,"KYD$45,606.6 - KYD$58,804.2 Per Annum (paid Bi-Monthly) + gratuities",45606.6,58804.2,45606.6,58804.2,52205.4
Q4C5R5,40,KYD,Per Week,KYD$350 Weekly,18200,18200,18200,18200,18200
Q5E5X5,45,KYD,Per Month,"KYD$2,499.9 - KYD$3,500.25 Monthly",29998.8,42003,29998.8,42003,36000.9
Q5J8J3,45,KYD,Per Month,"KYD$2,166.67 - KYD$3,250 Monthly",26000,39000,26000,39000,32500
Q5M4T8,45,KYD,Per Week,KYD$500 - KYD$600 Weekly,26000,31200,26000,31200,28600
Q6B7F8,45,KYD,Per Hour,KYD$7.5 - KYD$9 Per Hour (paid Per Hour),17550,21060,17550,21060,19305
Q7J7P6,45,KYD,Bi-Weekly,KYD$12 Per Hour (paid Bi-Weekly),28080,28080,28080,28080,28080
R2R3Q7,45,KYD,Bi-Weekly,KYD$13 Per Hour (paid Bi-Weekly),30420,30420,30420,30420,30420
R5G2E5,45,KYD,Per Month,KYD$10 - KYD$18 Per Hour (paid Monthly),23400,42120,23400,42120,32760
R6P8C6,45,KYD,Per Month,KYD$6.5 - KYD$7 Per Hour (paid Monthly),15210,16380,15210,16380,15795
R7A5U4,40,USD,Per Month,"USD$160,000 - USD$180,000 Per Annum (paid Monthly)",160000,180000,133333.33,150000,141666.67
R7G3D6,37.5,USD,Per Month,"USD$150,000 - USD$160,000 Per Annum (paid Monthly)",150000,160000,125000,133333.33,129166.67
R7N7N4,37.5,KYD,Bi-Monthly,"KYD$90,000 - KYD$100,000 Per Annum (paid Bi-Monthly)",90000,100000,90000,100000,95000
R8X2F4,45,KYD,Per Week,KYD$450 Weekly,23400,23400,23400,23400,23400
S4H2B3,45,USD,Per Month,"USD$50,000 - USD$60,000 Per Annum (paid Monthly)",50000,60000,41666.67,50000,45833.33
S4Q4Q2,37.5,USD,Per Month,"USD$80,000 - USD$110,000 Per Annum (paid Monthly)",80000,110000,66666.67,91666.67,79166.67
S4Y5Y7,45,KYD,Per Hour,KYD$10 Per Hour (paid Per Hour),23400,23400,23400,23400,23400
S5M7Q5,40,USD,Per Month,"USD$55,000 - USD$85,000 Per Annum (paid Monthly)",55000,85000,45833.33,70833.33,58333.33
S7R8D3,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
S7X8P2,37.5,USD,Per Month,"USD$250,000 - USD$325,000 Per Annum (paid Monthly)",250000,325000,208333.33,270833.33,239583.33
S8H8A6,45,KYD,Per Month,"KYD$18,720 Per Annum (paid Monthly)",18720,18720,18720,18720,18720
S8M3R5,45,KYD,Per Month,KYD$12 - KYD$14 Per Hour (paid Monthly),28080,32760,28080,32760,30420
S8M8R8,45,KYD,Per Week,KYD$540 Weekly,28080,28080,28080,28080,28080
T4G5Q5,45,KYD,Per Week,KYD$14 - KYD$20 Per Hour (paid Weekly),32760,46800,32760,46800,39780
T5C3U6,45,KYD,Per Week,KYD$270 - KYD$360 Weekly,14040,18720,14040,18720,16380
T5Q8K7,45,KYD,Per Week,"KYD$900 - KYD$1,099.8 Weekly",46800,57189.6,46800,57189.6,51994.8
T6B8D6,45,KYD,Bi-Weekly,"KYD$19,890 - KYD$21,060 Per Annum (paid Bi-Weekly)",19890,21060,19890,21060,20475
T6M4U4,45,KYD,Per Month,"KYD$70,200 - KYD$93,600 Per Annum (paid Monthly)",70200,93600,70200,93600,81900
T8Y7K2,45,KYD,Bi-Monthly,KYD$5 Per Hour (paid Bi-Monthly) + gratuities,11700,11700,11700,11700,11700
U2H5Q5,45,KYD,Bi-Weekly,KYD$13 Per Hour (paid Bi-Weekly),30420,30420,30420,30420,30420
U3F7Q4,45,KYD,Per Month,"KYD$18,720 - KYD$35,100 Per Annum (paid Monthly)",18720,35100,18720,35100,26910
U6Y2Y2,40,KYD,Bi-Monthly,"KYD$2,000 - KYD$2,400 Monthly (paid Bi-Monthly)",24000,28800,24000,28800,26400
U7K6X3,45,KYD,Per Month,"KYD$57,000 - KYD$70,800 Per Annum (paid Monthly)",57000,70800,57000,70800,63900
U7W2U4,45,KYD,Per Hour,KYD$11 - KYD$14 Per Hour (paid Per Hour),25740,32760,25740,32760,29250
U8V6E6,45,KYD,Per Month,KYD$315 - KYD$450 Weekly (paid Monthly),16380,23400,16380,23400,19890
V2D8Y3,45,KYD,Per Month,"KYD$2,000.7 - KYD$2,199.6 Monthly",24008.4,26395.2,24008.4,26395.2,25201.8
V2Q5K3,40,USD,Per Month,"USD$155,000 - USD$190,000 Per Annum (paid Monthly)",155000,190000,129166.67,158333.33,143750
V5C3Q6,40,USD,Per Year,"USD$300,000 - USD$325,000 Per Annum (paid Per Annum)",300000,325000,250000,270833.33,260416.67
V6R4R6,45,KYD,Bi-Weekly,KYD$6 - KYD$7 Per Hour (paid Bi-Weekly),14040,16380,14040,16380,15210
W2R4B5,40,KYD,Per Day,"KYD$12,480 - KYD$14,560 Per Annum (paid Per Day)",12480,14560,12480,14560,13520
W3A6S7,45,KYD,Per Month,KYD$9 - KYD$10 Per Hour (paid Monthly),21060,23400,21060,23400,22230
W3G3N5,45,KYD,Per Month,"KYD$60,000 - KYD$68,000 Per Annum (paid Monthly)",60000,68000,60000,68000,64000
W4P8X8,45,KYD,Per Hour,"KYD$18,720 - KYD$35,100 Per Annum (paid Per Hour)",18720,35100,18720,35100,26910
W6G2C6,40,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),20800,24960,20800,24960,22880
W8T7B5,40,USD,Bi-Monthly,"USD$280,000 - USD$300,000 Per Annum (paid Bi-Monthly)",280000,300000,233333.33,250000,241666.67
X2P7R4,45,KYD,Per Week,KYD$450 - KYD$599.85 Weekly,23400,31192.2,23400,31192.2,27296.1
X2T6B8,40,KYD,Bi-Weekly,"KYD$800 - KYD$1,200 Bi-Weekly (paid Bi-Weekly)",20800,31200,20800,31200,26000
X3J2K8,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
X3R6G3,45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),23400,28080,23400,28080,25740
X4P6Y7,45,KYD,Per Week,KYD$6 - KYD$9.5 Per Hour (paid Weekly),14040,22230,14040,22230,18135
X6U3H7,45,KYD,Per Hour,KYD$6 - KYD$10 Per Hour (paid Per Hour),14040,23400,14040,23400,18720
X7D4A4,45,KYD,Per Month,"KYD$16,380 - KYD$21,060 Per Annum (paid Monthly)",16380,21060,16380,21060,18720
X7G8Q2,45,KYD,Per Month,"KYD$16,380 Per Annum (paid Monthly)",16380,16380,16380,16380,16380
Y2X5D7,45,KYD,Per Month,"KYD$4,750 - KYD$5,900 Monthly",57000,70800,57000,70800,63900
Y6G4N6,45,KYD,Per Month,"KYD$59,997.6 - KYD$87,609.6 Per Annum (paid Monthly)",59997.6,87609.6,59997.6,87609.6,73803.6
Y6S4G2,40,USD,Per Year,"USD$280,000 - USD$300,000 Per Annum (paid Per Annum)",280000,300000,233333.33,250000,241666.67
Y8S2B6,45,KYD,Per Week,KYD$540 Weekly,28080,28080,28080,28080,28080
A8U2A6,40,KYD,Per Hour,"KYD$12,480 - KYD$14,560 Per Annum (paid Per Hour)",12480,14560,12480,14560,13520
C3C8N8,40,KYD,Per Hour,"KYD$12,480 - KYD$14,560 Per Annum (paid Per Hour)",12480,14560,12480,14560,13520
N8D6G3,40,KYD,Per Hour,"KYD$12,480 - KYD$14,560 Per Annum (paid Per Hour)",12480,14560,12480,14560,13520
S7J7Q4,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
D4R5K8,45,KYD,Per Week,"KYD$16,965 - KYD$23,985 Per Annum (paid Weekly)",16965,23985,16965,23985,20475
G8M5D2,45,KYD,Bi-Weekly,"KYD$22,230 - KYD$24,570 Per Annum (paid Bi-Weekly)",22230,24570,22230,24570,23400
U5E4K3,40,KYD,Per Week,KYD$17.5 - KYD$20 Per Hour (paid Weekly),36400,41600,36400,41600,39000
G5B6X8,45,KYD,Per Hour,KYD$6.5 - KYD$7.5 Per Hour (paid Per Hour),15210,17550,15210,17550,16380
W2B2M5,45,KYD,Bi-Weekly,KYD$9 - KYD$14 Per Hour (paid Bi-Weekly),21060,32760,21060,32760,26910
Y3J2C7,45,KYD,Per Day,KYD$81 - KYD$108 Per Day (paid Per Day) + gratuities,21060,28080,21060,28080,24570
C8B3W6,45,KYD,Per Week,"KYD$14,040 - KYD$18,720 Per Annum (paid Weekly)",14040,18720,14040,18720,16380
F6K6V6,45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),23400,28080,23400,28080,25740
G7K2W3,40,KYD,Per Month,"KYD$12,499.2 - KYD$18,000 Per Annum (paid Monthly)",12499.2,18000,12499.2,18000,15249.6
K7E4V7,40,KYD,Bi-Weekly,"KYD$18,200 - KYD$20,800 Per Annum (paid Bi-Weekly)",18200,20800,18200,20800,19500
P4G4B4,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),14040,16380,14040,16380,15210
T6B3Q8,40,KYD,Per Month,"KYD$3,000 - KYD$3,500 Monthly",36000,42000,36000,42000,39000
V5Q3W2,40,USD,Per Month,"USD$19,200 - USD$21,600 Per Annum (paid Monthly)",19200,21600,16000,18000,17000
W2W8A8,45,KYD,Bi-Weekly,"KYD$14,040 Per Annum (paid Bi-Weekly)",14040,14040,14040,14040,14040
B4H2X2,45,KYD,Per Hour,"KYD$14,040 - KYD$15,210 Per Annum (paid Per Hour)",14040,15210,14040,15210,14625
B4N4S7,45,KYD,Per Week,KYD$300 Weekly,15600,15600,15600,15600,15600
C3F7S4,45,KYD,Per Month,"KYD$1,200 - KYD$1,400 Monthly",14400,16800,14400,16800,15600
C3P8G5,45,USD,Per Month,"USD$135,000 - USD$145,000 Per Annum (paid Monthly)",135000,145000,112500,120833.33,116666.67
C3U6H3,45,KYD,Bi-Monthly,"KYD$900 - KYD$1,462.5 Bi-Monthly (paid Bi-Monthly)",21600,35100,21600,35100,28350
C3Y8Q5,40,KYD,Per Week,KYD$240 - KYD$320 Weekly,12480,16640,12480,16640,14560
D4J7X4,45,KYD,Bi-Monthly,"KYD$45,606.6 - KYD$58,804.2 Per Annum (paid Bi-Monthly)",45606.6,58804.2,45606.6,58804.2,52205.4
D4T7J3,45,KYD,Per Month,"KYD$1,015.2 - KYD$1,153.8 Bi-Weekly (paid Monthly)",26395.2,29998.8,26395.2,29998.8,28197
D8X4Q5,45,KYD,Per Week,KYD$12 - KYD$23 Per Hour (paid Weekly),28080,53820,28080,53820,40950
E2X3B8,45,USD,Bi-Weekly,"USD$80,000 - USD$120,000 Per Annum (paid Bi-Weekly)",80000,120000,66666.67,100000,83333.33
F4G8P3,45,KYD,Per Week,KYD$12 - KYD$14 Per Hour (paid Weekly),28080,32760,28080,32760,30420
F5P7K8,45,KYD,Bi-Weekly,"KYD$1,260 - KYD$2,700 Bi-Weekly (paid Bi-Weekly)",32760,70200,32760,70200,51480
F7A4J7,45,KYD,Per Month,"KYD$110,000 - KYD$135,000 Per Annum (paid Monthly)",110000,135000,110000,135000,122500
F8A6H5,45,KYD,Per Week,KYD$12 - KYD$15 Per Hour (paid Weekly),28080,35100,28080,35100,31590
G2T5H7,45,KYD,Bi-Weekly,"KYD$37,440 - KYD$88,920 Per Annum (paid Bi-Weekly)",37440,88920,37440,88920,63180
G3P6B7,45,KYD,Per Week,"KYD$5,416.67 - KYD$7,500 Monthly (paid Weekly)",65000,90000,65000,90000,77500
G3S7F2,45,KYD,Per Month,"KYD$32,760 Per Annum (paid Monthly)",32760,32760,32760,32760,32760
G4M4T2,45,KYD,Bi-Weekly,"KYD$720 - KYD$1,800 Bi-Weekly (paid Bi-Weekly)",18720,46800,18720,46800,32760
G6C4M3,45,KYD,Per Week,"KYD$1,250 - KYD$1,538.46 Weekly",65000,80000,65000,80000,72500
G6G3N3,45,KYD,Per Month,"KYD$139,791.6 - KYD$166,186.8 Per Annum (paid Monthly)",139791.6,166186.8,139791.6,166186.8,152989.2
G6S3W6,45,USD,Per Month,"USD$8,999.25 - USD$9,200.1 Monthly",107991,110401.2,89992.5,92001,90996.75
H2M5X7,45,KYD,Bi-Monthly,"KYD$1,000 - KYD$2,242.5 Bi-Monthly (paid Bi-Monthly)",24000,53820,24000,53820,38910
H3E6Y8,45,USD,Bi-Weekly,"USD$60,000 - USD$80,000 Per Annum (paid Bi-Weekly)",60000,80000,50000,66666.67,58333.33
H7T5E7,45,KYD,Per Month,"KYD$110,000 - KYD$135,000 Per Annum (paid Monthly)",110000,135000,110000,135000,122500
H8W5T3,45,KYD,Per Week,KYD$12.5 - KYD$13.5 Per Hour (paid Weekly),29250,31590,29250,31590,30420
K2W3S6,45,KYD,Per Week,KYD$12.5 - KYD$14.5 Per Hour (paid Weekly),29250,33930,29250,33930,31590
K5S5G7,45,KYD,Bi-Weekly,KYD$14 - KYD$16 Per Hour (paid Bi-Weekly),32760,37440,32760,37440,35100
K6X8E6,45,KYD,Per Month,"KYD$32,760 Per Annum (paid Monthly)",32760,32760,32760,32760,32760
K7P6M8,45,KYD,Bi-Weekly,"KYD$1,440 - KYD$2,250 Bi-Weekly (paid Bi-Weekly)",37440,58500,37440,58500,47970
M4Q4J4,45,KYD,Bi-Weekly,KYD$6.5 - KYD$9 Per Hour (paid Bi-Weekly),15210,21060,15210,21060,18135
M8M7E8,40,KYD,Bi-Weekly,KYD$480 - KYD$800 Bi-Weekly (paid Bi-Weekly),12480,20800,12480,20800,16640
N2Y3Q2,45,KYD,Per Month,KYD$12 - KYD$14 Per Hour (paid Monthly),28080,32760,28080,32760,30420
N3H5J5,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
P4H2F5,45,KYD,Bi-Weekly,"KYD$1,350 - KYD$2,700 Bi-Weekly (paid Bi-Weekly)",35100,70200,35100,70200,52650
Q3W8R3,45,KYD,Bi-Weekly,KYD$540 - KYD$600 Bi-Weekly (paid Bi-Weekly),14040,15600,14040,15600,14820
Q6S4P8,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
R3Y8A2,45,KYD,Per Hour,"KYD$14,040 - KYD$15,210 Per Annum (paid Per Hour)",14040,15210,14040,15210,14625
R5A6P3,45,KYD,Per Month,"KYD$3,000.18 - KYD$5,000.78 Monthly",36002.2,60009.3,36002.2,60009.3,48005.75
S2C8P7,45,KYD,Bi-Monthly,KYD$7 Per Hour (paid Bi-Monthly) + gratuities,16380,16380,16380,16380,16380
S6A2R5,45,KYD,Per Week,"KYD$6,250 - KYD$8,333.33 Monthly (paid Weekly)",75000,100000,75000,100000,87500
S6K6P2,45,KYD,Bi-Weekly,KYD$800 Bi-Weekly (paid Bi-Weekly),20800,20800,20800,20800,20800
T2D4G6,45,KYD,Per Week,KYD$540 - KYD$562.5 Weekly,28080,29250,28080,29250,28665
T2K6J6,45,USD,Bi-Weekly,"USD$120,000 - USD$150,000 Per Annum (paid Bi-Weekly)",120000,150000,100000,125000,112500
T2P6R8,45,KYD,Per Hour,"KYD$14,040 - KYD$15,210 Per Annum (paid Per Hour)",14040,15210,14040,15210,14625
U2F6S5,45,KYD,Bi-Monthly,"KYD$1,000 - KYD$2,242.5 Bi-Monthly (paid Bi-Monthly)",24000,53820,24000,53820,38910
U6H6R2,45,KYD,Per Month,"KYD$23,400 - KYD$39,780 Per Annum (paid Monthly)",23400,39780,23400,39780,31590
V5K8W3,40,KYD,Per Month,"KYD$4,499.73 - KYD$5,499.87 Monthly",53996.8,65998.4,53996.8,65998.4,59997.6
V7S4K3,40,KYD,Per Hour,KYD$12 - KYD$14 Per Hour (paid Per Hour),24960,29120,24960,29120,27040
W5B5E3,37.5,USD,Per Month,"USD$80,000 - USD$130,000 Per Annum (paid Monthly)",80000,130000,66666.67,108333.33,87500
W8C2S5,45,KYD,Bi-Monthly,KYD$10.5 Per Hour (paid Bi-Monthly) + gratuities,24570,24570,24570,24570,24570
X4V8Q2,45,USD,Bi-Monthly,"USD$40,000 - USD$47,500 Per Annum (paid Bi-Monthly)",40000,47500,33333.33,39583.33,36458.33
X5H4J6,45,KYD,Per Week,KYD$495 - KYD$585 Weekly,25740,30420,25740,30420,28080
X6Q3F7,45,KYD,Bi-Weekly,"KYD$50,000 - KYD$75,000 Per Annum (paid Bi-Weekly)",50000,75000,50000,75000,62500
X6T3D4,45,KYD,Bi-Weekly,KYD$6 - KYD$7.5 Per Hour (paid Bi-Weekly),14040,17550,14040,17550,15795
Y2N5N3,45,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),14040,18720,14040,18720,16380
A6C4X2,45,USD,Bi-Weekly,"USD$18,720 - USD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,15600,19500,17550
B2M3R8,45,KYD,Per Hour,KYD$6 - KYD$10 Per Hour (paid Per Hour) + gratuities,14040,23400,14040,23400,18720
B3M3R7,45,KYD,Bi-Weekly,"KYD$18,720 - KYD$21,060 Per Annum (paid Bi-Weekly) + gratuities",18720,21060,18720,21060,19890
B6C6S3,40,KYD,Per Week,KYD$7 - KYD$10 Per Hour (paid Weekly),14560,20800,14560,20800,17680
B7S8F6,45,KYD,Bi-Weekly,KYD$540 - KYD$585 Bi-Weekly (paid Bi-Weekly) + gratuities,14040,15210,14040,15210,14625
B8U4E5,45,USD,Bi-Weekly,USD$12 - USD$16 Per Hour (paid Bi-Weekly) + gratuities,28080,37440,23400,31200,27300
C2T4Y7,40,KYD,Per Week,KYD$560 - KYD$640 Bi-Weekly (paid Weekly),14560,16640,14560,16640,15600
C4E5U5,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
C7K7B5,45,KYD,Per Hour,KYD$5 - KYD$7 Per Hour (paid Per Hour) + gratuities,11700,16380,11700,16380,14040
D2Y2X4,45,KYD,Per Week,KYD$692.1 - KYD$922.95 Weekly,35989.2,47993.4,35989.2,47993.4,41991.3
D5F5R5,45,KYD,Per Week,KYD$7 - KYD$14 Per Hour (paid Weekly),16380,32760,16380,32760,24570
E2A4Y2,45,KYD,Per Week,KYD$400 - KYD$550 Weekly  + gratuities,20800,28600,20800,28600,24700
E2U6G7,45,KYD,Per Month,"KYD$57,000 - KYD$70,800 Per Annum (paid Monthly)",57000,70800,57000,70800,63900
E4D5X7,40,KYD,Bi-Weekly,"KYD$16,640 - KYD$20,800 Per Annum (paid Bi-Weekly)",16640,20800,16640,20800,18720
E8P6G6,45,KYD,Per Hour,"KYD$11,700 - KYD$14,040 Per Annum (paid Per Hour) + gratuities",11700,14040,11700,14040,12870
F3S5A3,45,KYD,Per Week,"KYD$19,890 - KYD$24,570 Per Annum (paid Weekly)",19890,24570,19890,24570,22230
F8Q6T3,37.5,USD,Per Year,"USD$130,000 - USD$155,000 Per Annum (paid Per Annum)",130000,155000,108333.33,129166.67,118750
F8V6T4,45,KYD,Per Week,KYD$8 - KYD$12 Per Hour (paid Weekly),18720,28080,18720,28080,23400
G3H5J3,45,KYD,Per Month,KYD$315 - KYD$450 Weekly (paid Monthly),16380,23400,16380,23400,19890
G3Q2A4,45,KYD,Per Year,"KYD$60,000 - KYD$75,000 Per Annum (paid Per Annum)",60000,75000,60000,75000,67500
G4W5A8,45,KYD,Per Week,KYD$270 Weekly,14040,14040,14040,14040,14040
G6Y5T3,45,KYD,Bi-Weekly,"KYD$21,060 - KYD$23,400 Per Annum (paid Bi-Weekly) + gratuities",21060,23400,21060,23400,22230
G7H3B6,45,KYD,Bi-Monthly,KYD$700.05 - KYD$775.13 Bi-Monthly (paid Bi-Monthly) + gratuities,16801.2,18603,16801.2,18603,17702.1
G8P8V5,40,KYD,Per Month,"KYD$1,400 - KYD$3,000 Monthly",16800,36000,16800,36000,26400
H3G6D2,45,KYD,Per Week,KYD$540 - KYD$630 Weekly,28080,32760,28080,32760,30420
H4A7Y7,45,KYD,Bi-Weekly,"KYD$18,720 - KYD$23,400 Per Annum (paid Bi-Weekly)",18720,23400,18720,23400,21060
H4W7G6,45,KYD,Per Month,KYD$8 - KYD$10 Per Hour (paid Monthly),18720,23400,18720,23400,21060
H7A2K3,45,USD,Per Month,USD$7.5 - USD$8 Per Hour (paid Monthly),17550,18720,14625,15600,15112.5
J7Q8X7,45,KYD,Per Month,"KYD$18,200 Per Annum (paid Monthly)",18200,18200,18200,18200,18200
K6H4P4,45,KYD,Per Month,"KYD$18,000 - KYD$36,006.36 Per Annum (paid Monthly) + gratuities",18000,36006.36,18000,36006.36,27003.18
K6R5H4,45,KYD,Per Week,KYD$400 - KYD$500 Weekly,20800,26000,20800,26000,23400
K8S8X6,40,USD,Per Year,"USD$24,003.2 - USD$29,993.6 Per Annum (paid Per Annum)",24003.2,29993.6,20002.67,24994.67,22498.67
M6P4J6,45,KYD,Per Month,"KYD$54,000 - KYD$66,000 Per Annum (paid Monthly)",54000,66000,54000,66000,60000
N4N7R2,40,KYD,Per Hour,"KYD$16,640 - KYD$20,800 Per Annum (paid Per Hour) + gratuities",16640,20800,16640,20800,18720
N8C5V6,45,KYD,Per Hour,KYD$11 - KYD$15 Per Hour (paid Per Hour),25740,35100,25740,35100,30420
P2F6U8,45,KYD,Per Month,"KYD$24,008.4 - KYD$35,989.2 Per Annum (paid Monthly)",24008.4,35989.2,24008.4,35989.2,29998.8
P3K6B6,45,KYD,Per Week,KYD$315 - KYD$450 Weekly,16380,23400,16380,23400,19890
P4U8U5,45,KYD,Bi-Weekly,"KYD$14,040 Per Annum (paid Bi-Weekly) + gratuities",14040,14040,14040,14040,14040
P5Y3S4,45,KYD,Per Month,"KYD$50,000 - KYD$60,000 Per Annum (paid Monthly)",50000,60000,50000,60000,55000
P8J7U8,45,KYD,Per Month,"KYD$1,267.5 - KYD$1,560 Monthly",15210,18720,15210,18720,16965
