Job Post ID,Required Education Level,Years of Experience
Q5X4F2,Some College/University,3-4 years
Q6K7N3,Certificate/Diploma,1-2 years
Q7R2K6,Bachelor큦 Degree,5-6 years
Q7W2E2,High School or Equivalent,3-4 years
Q8A2Y3,High School or Equivalent,3-4 years
Q8R6A2,High School or Equivalent,1-2 years
R2E7M4,High School or Equivalent,1-2 years
R3C4R6,Associate Degree,3-4 years
R5H6C3,High School or Equivalent,10+ years
R5U7N3,Bachelor큦 Degree,10+ years
R6C6E4,High School or Equivalent,3-4 years
R6G6Y7,High School or Equivalent,10+ years
R6M6R2,High School or Equivalent,3-4 years
R6W2K8,High School or Equivalent,1-2 years
R6Y4D2,Below High School,10+ years
R8F2B2,High School or Equivalent,1-2 years
S3B2W2,Certificate/Diploma,10+ years
S3G7D5,Bachelor큦 Degree,1-2 years
S4G7J4,Certificate/Diploma,1-2 years
S4N5S6,High School or Equivalent,3-4 years
S5J7B8,Certificate/Diploma,3-4 years
S8N4C8,High School or Equivalent,5-6 years
T2D7B3,High School or Equivalent,3-4 years
T2T8T3,High School or Equivalent,3-4 years
T4G3C3,High School or Equivalent,7-8 years
T4W7T8,High School or Equivalent,Less than 1 year
T6R7H2,High School or Equivalent,1-2 years
T7P7D6,High School or Equivalent,3-4 years
U2D2Y4,High School or Equivalent,5-6 years
U2D6Q3,Certificate/Diploma,1-2 years
U2H6U6,High School or Equivalent,9-10 years
U2M3D6,High School or Equivalent,3-4 years
U2P3E7,Bachelor큦 Degree,7-8 years
U3T4T4,High School or Equivalent,1-2 years
U4H8W3,High School or Equivalent,Less than 1 year
U4Q4Y7,High School or Equivalent,No experience
U5H6Y2,High School or Equivalent,10+ years
U5U6C4,Certificate/Diploma,3-4 years
U6E7U4,High School or Equivalent,5-6 years
U7P5K2,Bachelor큦 Degree,10+ years
U7Q7U2,High School or Equivalent,3-4 years
U8F7B6,Certificate/Diploma,1-2 years
V5Q4X8,Below High School,1-2 years
V8H6N8,High School or Equivalent,3-4 years
W2H2H8,Bachelor큦 Degree,10+ years
W3S4H5,Associate Degree,10+ years
W3W4W3,High School or Equivalent,1-2 years
W4M8H4,Bachelor큦 Degree,5-6 years
W4N2C3,Bachelor큦 Degree,5-6 years
W4S4X2,High School or Equivalent,10+ years
W6H6D5,High School or Equivalent,1-2 years
W8Q3Y6,Bachelor큦 Degree,1-2 years
X3T8U7,Bachelor큦 Degree,7-8 years
X3W7R2,High School or Equivalent,5-6 years
X4G4J5,Bachelor큦 Degree,5-6 years
X4Q7X4,Bachelor큦 Degree,3-4 years
X4W7Q7,Associate Degree,3-4 years
X6D4B2,Certificate/Diploma,1-2 years
X6W8M2,High School or Equivalent,3-4 years
X7K8P3,High School or Equivalent,3-4 years
X7Q3E7,High School or Equivalent,5-6 years
X8Q8R4,High School or Equivalent,5-6 years
Y3K5F2,High School or Equivalent,1-2 years
Y6V7Q6,Bachelor큦 Degree,10+ years
Y7B8A3,Bachelor큦 Degree,7-8 years
Y8H7D2,High School or Equivalent,5-6 years
U5P3Q4,Below High School,3-4 years
A7E4X8,Bachelor큦 Degree,3-4 years
B4A7K2,Certificate/Diploma,1-2 years
B6R8S5,Certificate/Diploma,1-2 years
B7R5P8,High School or Equivalent,5-6 years
B8T8S5,Certificate/Diploma,9-10 years
B8V8X6,Bachelor큦 Degree,7-8 years
C3E8N4,High School or Equivalent,5-6 years
D2A8G7,Associate Degree,1-2 years
D2M6X2,Certificate/Diploma,10+ years
D8Q5F4,Bachelor큦 Degree,5-6 years
E4N8B3,Associate Degree,3-4 years
E6N4S8,Bachelor큦 Degree,7-8 years
E6S4C7,High School or Equivalent,1-2 years
F5Y5Y6,High School or Equivalent,5-6 years
G4N8F5,High School or Equivalent,1-2 years
G7R3D4,High School or Equivalent,5-6 years
H4A8F7,High School or Equivalent,3-4 years
H7A7K6,Bachelor큦 Degree,3-4 years
J4K8Y6,High School or Equivalent,5-6 years
J6M7P8,High School or Equivalent,10+ years
M3W8E2,High School or Equivalent,9-10 years
M7D3V4,Associate Degree,1-2 years
M8K4F7,High School or Equivalent,3-4 years
N4V8X2,High School or Equivalent,3-4 years
N5G2X2,Bachelor큦 Degree,1-2 years
N5Y7J8,Bachelor큦 Degree,5-6 years
N6H2J3,High School or Equivalent,5-6 years
N7Y2M7,High School or Equivalent,1-2 years
Q3W7N8,High School or Equivalent,10+ years
Q4C2Q3,Certificate/Diploma,10+ years
Q4F5E5,High School or Equivalent,7-8 years
Q5X6N5,High School or Equivalent,10+ years
R7A2Q5,Certificate/Diploma,9-10 years
S2J4U2,High School or Equivalent,1-2 years
S3W4D3,High School or Equivalent,10+ years
S4W5R6,Certificate/Diploma,1-2 years
T3Y8Q5,High School or Equivalent,10+ years
T7H4B3,High School or Equivalent,5-6 years
U6C5Q6,Certificate/Diploma,10+ years
U6X4G4,Bachelor큦 Degree,7-8 years
V2P7Y5,High School or Equivalent,3-4 years
V5C4J3,High School or Equivalent,3-4 years
V8H7W8,Certificate/Diploma,3-4 years
X4B2G6,Master큦 Degree,5-6 years
X8B8J7,Bachelor큦 Degree,3-4 years
Y5X6J6,High School or Equivalent,10+ years
Y6R8G4,Certificate/Diploma,5-6 years
A8B5R5,Bachelor큦 Degree,3-4 years
G5K2N3,High School or Equivalent,3-4 years
H8Q2U4,Certificate/Diploma,3-4 years
P3A7C2,High School or Equivalent,1-2 years
X4W4C6,High School or Equivalent,1-2 years
B8P6W7,Below High School,3-4 years
F2M7U8,Certificate/Diploma,5-6 years
A2R7N7,Certificate/Diploma,5-6 years
A3F6P6,Certificate/Diploma,5-6 years
A3U4J2,High School or Equivalent,1-2 years
A6K2U4,High School or Equivalent,5-6 years
B2H5T8,High School or Equivalent,5-6 years
B2K8S3,High School or Equivalent,9-10 years
B2W8E6,High School or Equivalent,7-8 years
B3T8U5,High School or Equivalent,3-4 years
B5W5K3,High School or Equivalent,3-4 years
B6A7M2,High School or Equivalent,5-6 years
B8B4N6,Bachelor큦 Degree,5-6 years
C3K8E2,High School or Equivalent,3-4 years
C6E7N2,High School or Equivalent,Less than 1 year
C6S5E8,Bachelor큦 Degree,3-4 years
D2M7H3,High School or Equivalent,5-6 years
D3K8S4,Bachelor큦 Degree,1-2 years
D4E2D2,High School or Equivalent,5-6 years
D6T4X3,High School or Equivalent,3-4 years
D7Q8M8,Bachelor큦 Degree,10+ years
E2D7K2,Master큦 Degree,5-6 years
E3V8Y8,Bachelor큦 Degree,3-4 years
E5S7D3,High School or Equivalent,1-2 years
E7M8Y6,High School or Equivalent,5-6 years
F2J7V4,High School or Equivalent,10+ years
F2X4F4,Bachelor큦 Degree,10+ years
F3G4N2,High School or Equivalent,3-4 years
F3R5F5,Bachelor큦 Degree,5-6 years
F4G8U7,High School or Equivalent,10+ years
F5F6V8,High School or Equivalent,3-4 years
F5W4E5,Bachelor큦 Degree,5-6 years
F6M6S4,Bachelor큦 Degree,7-8 years
G4V4C6,High School or Equivalent,5-6 years
G5F4J7,High School or Equivalent,5-6 years
H3G5E5,Bachelor큦 Degree,5-6 years
H3X2K6,High School or Equivalent,7-8 years
H5A5X7,High School or Equivalent,10+ years
H8C8W7,High School or Equivalent,3-4 years
J4A4R5,High School or Equivalent,Less than 1 year
J5T2Y8,High School or Equivalent,1-2 years
J6D3Q6,High School or Equivalent,7-8 years
J7K3U6,High School or Equivalent,Less than 1 year
J7W6R8,Bachelor큦 Degree,5-6 years
J8D2A6,Bachelor큦 Degree,5-6 years
J8G5F3,Certificate/Diploma,1-2 years
K2U2A6,Bachelor큦 Degree,1-2 years
K2V6U2,Certificate/Diploma,1-2 years
K4F5F7,High School or Equivalent,5-6 years
K5E8V7,Bachelor큦 Degree,5-6 years
M2F7H2,High School or Equivalent,1-2 years
M2J6D6,Bachelor큦 Degree,3-4 years
M2U2J4,High School or Equivalent,1-2 years
M3R3M3,High School or Equivalent,3-4 years
M4G7A8,High School or Equivalent,5-6 years
M5V8E8,Bachelor큦 Degree,1-2 years
M7R2R2,High School or Equivalent,10+ years
M7V4H4,Bachelor큦 Degree,7-8 years
M8C4T8,High School or Equivalent,3-4 years
N2X7T2,Certificate/Diploma,3-4 years
N5G4H6,High School or Equivalent,10+ years
N5R3N5,Bachelor큦 Degree,1-2 years
N6S8C5,Certificate/Diploma,5-6 years
P2M6B6,High School or Equivalent,5-6 years
P3D3J5,High School or Equivalent,3-4 years
P4G7H6,High School or Equivalent,3-4 years
P6G4W5,Certificate/Diploma,3-4 years
Q3D6Q2,Bachelor큦 Degree,5-6 years
Q4M2S6,High School or Equivalent,1-2 years
Q8F5Y6,Associate Degree,5-6 years
Q8Y3R5,High School or Equivalent,3-4 years
R3P8X3,Associate Degree,3-4 years
R7A7J6,Certificate/Diploma,5-6 years
R8W5J7,Certificate/Diploma,5-6 years
S3A4W7,High School or Equivalent,5-6 years
S4T7P5,High School or Equivalent,1-2 years
S5Q2M5,Certificate/Diploma,5-6 years
S8N5A7,High School or Equivalent,3-4 years
T2H7E3,Bachelor큦 Degree,3-4 years
T3B7M2,Bachelor큦 Degree,5-6 years
T4E3X5,Associate Degree,9-10 years
T4P2V6,High School or Equivalent,3-4 years
T5A3M4,Bachelor큦 Degree,1-2 years
T5A3W7,High School or Equivalent,No experience
T5Y8J5,Certificate/Diploma,10+ years
U2S4D4,Below High School,3-4 years
U4J3S8,High School or Equivalent,5-6 years
U4M2U8,High School or Equivalent,3-4 years
U4U3H7,Bachelor큦 Degree,Less than 1 year
U5D7Y6,High School or Equivalent,7-8 years
U5K3H7,Master큦 Degree,10+ years
U6G8M7,Below High School,3-4 years
U7V8A4,Bachelor큦 Degree,5-6 years
U8G4U8,High School or Equivalent,5-6 years
U8Q4N8,Bachelor큦 Degree,5-6 years
V2P6B5,Bachelor큦 Degree,5-6 years
V2Q8X6,Below High School,5-6 years
V6G8G5,Associate Degree,1-2 years
V6J2W3,High School or Equivalent,3-4 years
V6W3E2,High School or Equivalent,5-6 years
V7C5V2,Bachelor큦 Degree,5-6 years
W2N5R4,High School or Equivalent,3-4 years
W2Y3N8,High School or Equivalent,10+ years
W4N7P5,High School or Equivalent,5-6 years
W4S7R6,High School or Equivalent,3-4 years
W7Q6B2,High School or Equivalent,1-2 years
W8B4F5,Bachelor큦 Degree,7-8 years
W8M7G4,High School or Equivalent,5-6 years
X2J2A8,High School or Equivalent,10+ years
X3B8R8,High School or Equivalent,3-4 years
X4G3H8,Certificate/Diploma,10+ years
X8V4P3,Certificate/Diploma,5-6 years
X8V5F6,Certificate/Diploma,10+ years
Y2W6S5,High School or Equivalent,5-6 years
Y4F6N8,High School or Equivalent,9-10 years
Y5G7A8,High School or Equivalent,5-6 years
Y7H3Q4,Associate Degree,1-2 years
Y7Y8K6,High School or Equivalent,3-4 years
Y8E4P6,Certificate/Diploma,3-4 years
Y8F5G3,Some College/University,3-4 years
Y8V2K2,High School or Equivalent,7-8 years
J2Y5V4,High School or Equivalent,10+ years
A6D3V5,Certificate/Diploma,9-10 years
B4B5T5,High School or Equivalent,1-2 years
B4S3Q7,Bachelor큦 Degree,1-2 years
B6D5E2,High School or Equivalent,3-4 years
C8Y2C3,Bachelor큦 Degree,7-8 years
D5E4V3,High School or Equivalent,10+ years
E2M8R5,Bachelor큦 Degree,5-6 years
G2X8A7,High School or Equivalent,1-2 years
J5B8P4,High School or Equivalent,5-6 years
J7T8V5,Bachelor큦 Degree,3-4 years
J8Y6H8,Certificate/Diploma,3-4 years
K2V3P3,Some College/University,1-2 years
K6V4U3,High School or Equivalent,Less than 1 year
M8S5X6,Bachelor큦 Degree,10+ years
Q3N6D2,High School or Equivalent,Less than 1 year
Q4H5P8,High School or Equivalent,1-2 years
S3P8M6,High School or Equivalent,1-2 years
T4R7M8,High School or Equivalent,5-6 years
U5S3W2,High School or Equivalent,7-8 years
U7F6Q4,High School or Equivalent,1-2 years
Y3D4G4,High School or Equivalent,5-6 years
Y7N4W7,High School or Equivalent,1-2 years
A2G8D6,High School or Equivalent,1-2 years
A3N8T8,Bachelor큦 Degree,5-6 years
A4F3F6,High School or Equivalent,3-4 years
A6U3U7,Some College/University,10+ years
A7G4F5,Bachelor큦 Degree,1-2 years
B3U4T8,Certificate/Diploma,3-4 years
B7W7K7,High School or Equivalent,1-2 years
B8J2F6,Certificate/Diploma,5-6 years
B8R5M2,High School or Equivalent,1-2 years
C3N8Y2,Bachelor큦 Degree,3-4 years
C3Q4S3,High School or Equivalent,1-2 years
C4C2H5,High School or Equivalent,1-2 years
C4C8C8,Bachelor큦 Degree,10+ years
C6Q3G8,Certificate/Diploma,10+ years
D3U2P3,High School or Equivalent,5-6 years
D4C5H6,Bachelor큦 Degree,3-4 years
D5M4M6,Bachelor큦 Degree,5-6 years
D5N5G5,High School or Equivalent,5-6 years
E2A7W7,Certificate/Diploma,3-4 years
E2X5V5,High School or Equivalent,3-4 years
E7J2W6,Certificate/Diploma,3-4 years
F4W4T4,Some College/University,9-10 years
F7H4S2,Master큦 Degree,5-6 years
F7S7R4,Bachelor큦 Degree,3-4 years
F8T7J3,Bachelor큦 Degree,10+ years
G2J5W3,High School or Equivalent,3-4 years
G2V4T2,High School or Equivalent,1-2 years
G3A2Q2,High School or Equivalent,3-4 years
G5Q7F3,High School or Equivalent,3-4 years
H6M8M7,High School or Equivalent,5-6 years
H6P5J6,High School or Equivalent,3-4 years
J2B8N2,High School or Equivalent,1-2 years
J8P4S3,Some College/University,5-6 years
K2A5P4,High School or Equivalent,1-2 years
K4Y7N4,High School or Equivalent,1-2 years
K8Y4W7,High School or Equivalent,1-2 years
N2V3A2,High School or Equivalent,5-6 years
N6U4D5,Certificate/Diploma,10+ years
N8E2N7,Bachelor큦 Degree,3-4 years
N8F2A7,High School or Equivalent,7-8 years
N8G3A8,High School or Equivalent,Less than 1 year
P3F6K3,High School or Equivalent,1-2 years
P4D3X3,Some College/University,3-4 years
P5X3S8,Bachelor큦 Degree,10+ years
P6Q8V7,High School or Equivalent,Less than 1 year
P7M5Q4,High School or Equivalent,1-2 years
P8W3F4,Bachelor큦 Degree,5-6 years
Q2X2X2,High School or Equivalent,1-2 years
Q8R5Q7,Certificate/Diploma,5-6 years
R6V2F8,Below High School,3-4 years
R7V7G4,High School or Equivalent,1-2 years
R7X8Y5,High School or Equivalent,1-2 years
S3F5M8,Bachelor큦 Degree,5-6 years
S3H8B7,High School or Equivalent,5-6 years
S5F7Q5,High School or Equivalent,3-4 years
S6R7Q4,High School or Equivalent,7-8 years
S6W5E2,Bachelor큦 Degree,3-4 years
S8E5X4,Associate Degree,1-2 years
S8U6Q5,Bachelor큦 Degree,7-8 years
T2B4K5,High School or Equivalent,10+ years
T2H4Q4,High School or Equivalent,1-2 years
T5D5W7,High School or Equivalent,3-4 years
T5K2Q4,Certificate/Diploma,10+ years
U2J2F5,Bachelor큦 Degree,9-10 years
V2E4E6,High School or Equivalent,3-4 years
V2R7H2,Certificate/Diploma,5-6 years
V8Y7C5,High School or Equivalent,Less than 1 year
W2Q4M3,Master큦 Degree,3-4 years
W2Y6E8,High School or Equivalent,3-4 years
W3N7C5,Bachelor큦 Degree,7-8 years
W4K6T3,High School or Equivalent,3-4 years
W5F3A8,High School or Equivalent,1-2 years
W7B3X6,Certificate/Diploma,1-2 years
W8B3G8,High School or Equivalent,10+ years
W8H4M5,Bachelor큦 Degree,5-6 years
X7C6D6,Bachelor큦 Degree,7-8 years
X8B4J5,High School or Equivalent,3-4 years
Y4P6F8,High School or Equivalent,1-2 years
Y4V6S5,High School or Equivalent,1-2 years
Y4X6E5,High School or Equivalent,5-6 years
Y5E5E5,Some College/University,7-8 years
Y7N8W5,High School or Equivalent,3-4 years
A4A2N5,High School or Equivalent,9-10 years
B3C8G6,Certificate/Diploma,1-2 years
B4P5C6,Bachelor큦 Degree,10+ years
B5B3C3,High School or Equivalent,3-4 years
B8B2G6,Certificate/Diploma,3-4 years
B8E7J2,High School or Equivalent,5-6 years
B8U3W5,High School or Equivalent,1-2 years
C4X8S5,High School or Equivalent,3-4 years
D5Y7J3,Bachelor큦 Degree,10+ years
D7E8N8,High School or Equivalent,5-6 years
E5P3R2,Bachelor큦 Degree,9-10 years
F5N4F5,High School or Equivalent,1-2 years
F5W2X4,High School or Equivalent,5-6 years
G3P4E5,Below High School,1-2 years
G4E3R2,High School or Equivalent,5-6 years
H2Q4K5,High School or Equivalent,5-6 years
H3D2R8,Bachelor큦 Degree,10+ years
H3G6F7,High School or Equivalent,7-8 years
J5A4J4,High School or Equivalent,1-2 years
J6F2K3,High School or Equivalent,3-4 years
J8X4B7,High School or Equivalent,1-2 years
K2W8D5,High School or Equivalent,3-4 years
K8C7H4,Some College/University,5-6 years
M7T5S5,Certificate/Diploma,5-6 years
N4E7M5,High School or Equivalent,7-8 years
N8F2B3,Certificate/Diploma,1-2 years
Q6B6X3,Bachelor큦 Degree,5-6 years
Q6C7T4,Certificate/Diploma,5-6 years
R3X3X2,Certificate/Diploma,1-2 years
R5D7M5,Bachelor큦 Degree,10+ years
S2H8Y7,Bachelor큦 Degree,5-6 years
T5N4F7,High School or Equivalent,Less than 1 year
T7J3J7,Bachelor큦 Degree,5-6 years
T7P8N8,High School or Equivalent,1-2 years
T7S2C6,High School or Equivalent,5-6 years
U5U6X3,High School or Equivalent,9-10 years
V7H2M4,High School or Equivalent,1-2 years
X8P7S4,Master큦 Degree,10+ years
Y2A2R8,High School or Equivalent,10+ years
Y6X5G8,High School or Equivalent,3-4 years
Y8A7Q4,High School or Equivalent,3-4 years
A3J2A8,High School or Equivalent,5-6 years
A4P6K7,High School or Equivalent,Less than 1 year
A5K2T6,High School or Equivalent,1-2 years
A6V7Y6,High School or Equivalent,10+ years
A8W7C3,High School or Equivalent,5-6 years
B2U7V3,Bachelor큦 Degree,10+ years
B3F8W8,High School or Equivalent,No experience
B5V6T8,Certificate/Diploma,7-8 years
B6J5X5,High School or Equivalent,1-2 years
C2C8S8,High School or Equivalent,1-2 years
C2W8B8,High School or Equivalent,3-4 years
C3S2F5,High School or Equivalent,1-2 years
C3V7Y2,High School or Equivalent,3-4 years
C4T2N3,High School or Equivalent,9-10 years
C5H4H7,Certificate/Diploma,5-6 years
C5J8B3,High School or Equivalent,3-4 years
C6N8C7,High School or Equivalent,3-4 years
C7E3X4,Certificate/Diploma,1-2 years
C8T4P6,High School or Equivalent,5-6 years
C8W2K2,High School or Equivalent,1-2 years
C8X2H3,High School or Equivalent,5-6 years
D3E5D7,Certificate/Diploma,10+ years
D4B8Y4,High School or Equivalent,3-4 years
D5H4F3,High School or Equivalent,3-4 years
D8E4X3,Bachelor큦 Degree,5-6 years
D8X7S2,High School or Equivalent,5-6 years
E2A7D6,High School or Equivalent,1-2 years
E2Q7B2,High School or Equivalent,1-2 years
E3E5S7,High School or Equivalent,1-2 years
E6T3M7,High School or Equivalent,3-4 years
F3M4Q3,Bachelor큦 Degree,5-6 years
F3T7M6,High School or Equivalent,3-4 years
F6J6X7,Bachelor큦 Degree,10+ years
G2X7B5,High School or Equivalent,10+ years
G6M3K5,High School or Equivalent,1-2 years
G7C6E4,Certificate/Diploma,5-6 years
G7C7T5,High School or Equivalent,10+ years
H2K5F4,High School or Equivalent,3-4 years
H3N4R2,Associate Degree,3-4 years
H4X4C6,Certificate/Diploma,3-4 years
H6N7M4,Associate Degree,1-2 years
H7J3T6,Certificate/Diploma,1-2 years
H8J2T6,Below High School,1-2 years
J2A5Q7,Bachelor큦 Degree,7-8 years
J4H7P5,Bachelor큦 Degree,3-4 years
J5J8G7,Certificate/Diploma,1-2 years
J7C7P6,Bachelor큦 Degree,5-6 years
J8H8J3,Bachelor큦 Degree,5-6 years
K2K8X6,High School or Equivalent,5-6 years
K3H8K5,Certificate/Diploma,5-6 years
K6D5W3,High School or Equivalent,1-2 years
K8P4T7,Certificate/Diploma,5-6 years
M3M5Y8,Associate Degree,5-6 years
M6A6R2,Certificate/Diploma,1-2 years
M7F4N2,High School or Equivalent,3-4 years
M7K3Q5,High School or Equivalent,1-2 years
N2S7F3,Bachelor큦 Degree,3-4 years
N3F7A7,High School or Equivalent,1-2 years
N5S6G5,Some College/University,3-4 years
N6Q6B8,High School or Equivalent,5-6 years
N7A8Q7,High School or Equivalent,1-2 years
N8N4U7,Master큦 Degree,5-6 years
P4G4M8,High School or Equivalent,3-4 years
P6K5Q5,High School or Equivalent,1-2 years
P6M3Y3,High School or Equivalent,3-4 years
P7X5W2,High School or Equivalent,1-2 years
P7Y8Y8,High School or Equivalent,Less than 1 year
Q4X8D6,High School or Equivalent,10+ years
Q6P8F6,High School or Equivalent,5-6 years
Q8A2P8,Some College/University,10+ years
Q8A4C6,High School or Equivalent,3-4 years
R5D4T7,Certificate/Diploma,1-2 years
R5J5K5,High School or Equivalent,1-2 years
R8D2J6,High School or Equivalent,1-2 years
R8Y4T6,High School or Equivalent,1-2 years
S2G2T4,Bachelor큦 Degree,3-4 years
S2K5V5,High School or Equivalent,5-6 years
S2X2D3,Bachelor큦 Degree,10+ years
S3D7S8,High School or Equivalent,5-6 years
S3E8D2,Associate Degree,1-2 years
S4W2P2,High School or Equivalent,5-6 years
S5X8J3,High School or Equivalent,1-2 years
S7Q5Q2,High School or Equivalent,1-2 years
S8N8D3,High School or Equivalent,5-6 years
T2S2U5,High School or Equivalent,Less than 1 year
T2T3Y8,High School or Equivalent,9-10 years
T7A6Q5,Certificate/Diploma,5-6 years
T8P3D6,High School or Equivalent,3-4 years
T8R4N6,High School or Equivalent,Less than 1 year
U5P6A5,Certificate/Diploma,10+ years
U5T7H7,Some College/University,Less than 1 year
U8E4F8,High School or Equivalent,3-4 years
U8N8A3,High School or Equivalent,Less than 1 year
V3E7D2,Certificate/Diploma,3-4 years
V3S8G4,High School or Equivalent,5-6 years
V6N5P8,Associate Degree,5-6 years
V6R8S4,High School or Equivalent,9-10 years
V8H8V2,Certificate/Diploma,5-6 years
V8V2X8,High School or Equivalent,1-2 years
W2W5W3,High School or Equivalent,3-4 years
W3E3N3,Bachelor큦 Degree,5-6 years
W8T5X8,High School or Equivalent,1-2 years
X2K4T4,Master큦 Degree,10+ years
X2M5U3,Some College/University,5-6 years
X4W2E6,Bachelor큦 Degree,5-6 years
X6U3V5,High School or Equivalent,5-6 years
X8J6D8,High School or Equivalent,7-8 years
X8X3J3,High School or Equivalent,5-6 years
Y2G8T2,High School or Equivalent,1-2 years
Y2S2W7,Master큦 Degree,5-6 years
Y4B7G5,High School or Equivalent,1-2 years
Y4G5P8,High School or Equivalent,3-4 years
Y4U7V3,Bachelor큦 Degree,10+ years
Y6U4W3,High School or Equivalent,5-6 years
Y8A3C7,Bachelor큦 Degree,3-4 years
A4G8V3,Certificate/Diploma,1-2 years
A4S8E8,High School or Equivalent,5-6 years
A5U8W5,Bachelor큦 Degree,5-6 years
A5W5X8,High School or Equivalent,7-8 years
A7F2Y5,Master큦 Degree,5-6 years
A7Y8R8,High School or Equivalent,1-2 years
